"Tax/VAT number","Numéro de TVA intracommunautaire"
"Telephone","Téléphone"
"Text","Texte"
"Text One Line","Texte sur une ligne"
"Thank you for registering with %s.","Merci de votre inscription sur %s."
"The account information has been saved.","Les informations du compte ont été sauvegardées."
"The address does not belong to this customer.","L'adresse n'appartient pas à ce client."
"The address has been deleted.","L'adresse a été supprimée."
"The address has been saved.","L'adresse a été sauvegardée."
"The customer does not have default billing address.","Le client n'a pas d'adresse de facturation par défaut."
"The customer group has been deleted.","Le groupe clients a été supprimé."
"The customer group has been saved.","Le groupe clients a été sauvegardé."
"The group ""%s"" cannot be deleted.","Le groupe ""%s"" ne peut pas être supprimé."
"The password fields cannot be empty.","Les champs de mot de passe doivent être renseignés."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","Le mot de passe doit faire au moins 6 caractères. Les espaces au début ou à la fin seront ignorés."
"The suffix that goes after name (Jr., Sr., etc.)","Le suffixe vient après le nom (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","Le préfixe vient avant le nom (M., Mme, etc.)"
"There are no items in customer's wishlist at the moment","Aucun article dans la liste d'envies du client"
"There are no items in customer\'s shopping cart at the moment","Aucun article dans le panier du client"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Il existe déjà un compte pour cet email. Si vous êtes sûr d'avoir correctement saisi votre email, <a href=""%s"">cliquez ici</a> pour récupérer votre mot de passe et accéder à votre compte."
"This account is not confirmed.","Ce compte n'est pas confirmé."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Ce compte n'a pas encore été confirmé. <a href=""%s"">Cliquez ici</a> Pour envoyer un nouvel email de confirmation."
"This customer email already exists.","Cet email client existe déjà."
"This customer has no saved addresses.","Le client n'a pas d'adresse sauvegardée"
"This email address was not found in our records.","Cet email n'a pas été trouvée dans notre base."
"This email does not require confirmation.","Cet email ne nécessite pas de confirmation."
"This email will be sent instead of default welcome email, after account confirmation.","Cet email sera envoyé à la place de l'email de bienvenue, après la confirmation de création du compte."
"This is My Default %s Address","Ceci est mon adresse de <strong>%s</strong> par défaut"
"To Cart","Vers le panier"
"Total","Total"
"Type","Type"
"Unknown","Inconnu"
"Unsubscribe from Newsletter","Se désinscrire de la newsletter"
"Update","Mettre à jour"
"Update customer address data","Modifier les données de l'adresse client"
"Update customer data","Modifier les données du client"
"Use as My Default %s Address","Utiliser comme adresse <strong>%s</strong> par défaut"
"Use as My Default Billing Address","Utiliser comme adresse de facturation par défaut"
"Use as My Default Shipping Address","Utiliser comme adresse de livraison par défaut"
"Use as my default billing address","Utiliser comme adresse de facturation par défaut"
"Use as my default shipping address","Utiliser comme adresse de <strong>livraison</strong> par défaut"
"User description","Description utilisateur"
"View","Voir"
"View Order","Voir la commande"
"Visible In","Visible dans"
"Visitor","Visiteur"
"Visitors Only","Visiteurs seulement"
"Website","Site web"
"Welcome Email","Email de bienvenue"
"Wishlist","Liste d'envies"
"Wishlist - %d item(s)","Liste d'envies - %d article(s)"
"Wrong confirmation key.","Clé de confirmation erronée."
"Wrong customer account specified.","Le compte client spécifié est erroné."
"Wrong email.","Email erroné."
"Wrong transactional account email type.","Le type d'email de compte transactionnel est erroné."
"XML","XML"
"YYYY","AAAA"
"Year","Année"
"You are currently not subscribed to any newsletter.","Vous n'êtes abonné à aucune newsletter."
"You are currently not subscribed to our newsletter.","Vous n'êtes pas abonné(e) à notre newsletter"
"You are currently subscribed to 'General Subscription'.","Vous êtes abonné à 'Abonnement général'"
"You are currently subscribed to our newsletter.","Vous êtes abonné(e) à notre newsletter"
"You are now logged out","Vous vous êtes déconnecté(e)."
"You have logged out and will be redirected to our homepage in 5 seconds.","Vous vous êtes déconnecté(e) et vous serez redirigé(e) vers la page d'accueil dans 5 secondes."
"You have no additional address entries in your address book.","Vous n'avez pas d'entrées supplémentaires dans votre carnet d'adresses."
"You have no additional entries in your address book.","Vous n'avez pas d'entrées supplémentaires dans votre carnet d'adresses"
"You have no default billing address in your address book.","Vous n'avez pas d'adresse de facturation par défaut dans votre carnet d'adresses."
"You have no default entries in your address book.","Vous n'avez pas d'entrée par défaut dans votre carnet d'adresses"
"You have no default shipping address in your address book.","Vous n'avez pas d'adresse de livraison par défaut dans votre carnet d'adresses."
"You have not set a default billing address.","Vous n'avez pas spécifié d'adresse de facturation par défaut."
"You have not set a default shipping address.","Vous n'avez pas spécifié d'adresse de livraison par défaut."
"You have placed no orders yet.","Vous n'avez pas encore passé de commande."
"You have placed no products yet.","Vous n'avez pas encore choisi de produit."
"Your account balance is: %s","Le solde de votre compte est de : <strong>%s</strong>"
"ZIP","Code postal"
"ZIP/Post Code","Code postal"
"Zip/Postal Code","Code postal"
"n/a","n/a"
"or","ou"
"My account","Mon compte"
"Log Out","Déconnexion"
"This is a required field.","Champ obligatoire"
"Use of your points","Utilisation de tes points"
"Your invitations","Ton parrainage"
"Exchange of your Pépites","Échange de vos Pépites"
"You do not have enough Pépites","Tu ne disposes pas d'assez de pépites"
